settlement_id,txn_id,merchant_id,settled_amount,platform_fee,net_payout,settlement_date,txn_date,settlement_lag_days,settlement_status,bank_ref_no
8e6ccee5-a3f1-432d-abad-0c8a10a0d8c6,78c34dd3-4ab3-44b7-8911-de29371876dc,MER00041,8961.46,61.26,8900.2,2025-03-05,2025-03-03,2,Settled,BNK581287206
36be7644-c54b-4baf-9e6c-96dc0d223e57,3dc1fc34-cd3e-4c06-952c-6f4e181f17a4,MER00127,97451.26,1902.9,95548.36,2024-05-17,2024-05-14,3,Settled,BNK442908198
cae06118-7935-4009-a620-b7cded83985f,42f581af-bf51-45e1-972a-1df262618bf9,MER00286,14728.2,288.71,14439.49,2024-07-13,2024-07-12,1,Settled,BNK823450275
500cdb0f-a094-444a-a042-08b9a00b18b7,eb18a5a1-b764-4ff6-b4d5-ec2ca37da4cc,MER00485,7975.78,106.11,7869.67,2023-08-07,2023-08-05,2,Settled,BNK463876616
7a15e190-3a05-4f75-81e5-d9dc7cce7663,1386c6f7-aca7-4026-a233-13421a4d2aaa,MER00593,19262.35,283.96,18978.39,2023-11-29,2023-11-28,1,Settled,BNK558948016
311cd5c0-badc-4a3f-aef0-48788d65f641,d4ad88ad-9ef8-4422-9b8c-00f7ecdb2d94,MER00107,4509.86,87.96,4421.9,2023-01-20,2023-01-17,3,Settled,BNK471462406
d083cc22-1716-4ee0-865a-dcad50c928ee,c17855ed-9bd5-4b92-95b5-fbd78316123a,MER00431,29068.4,399.74,28668.66,2025-03-07,2025-03-06,1,Settled,BNK751002866
b9e23116-a1df-4981-ae74-4b48b2a5da9f,778ee368-a76b-40cf-8b37-72da6c74fbb4,MER00027,14247.79,189.86,14057.93,2024-10-06,2024-10-05,1,Pending,BNK429695868
ef84ff39-2c3a-4f64-8684-e5335cab36e5,dca848cd-08ec-4402-b701-63e193f35655,MER00114,14855.58,90.58,14765,2024-09-06,2024-09-02,4,Settled,BNK319696882
b6aeea13-f251-4a8c-92c0-23aceb7ea561,2bf0c1ca-1265-43de-a496-2cc351b40678,MER00306,596.33,9.68,586.65,2023-07-04,2023-07-02,2,Settled,BNK798538135
a3e36c69-3799-4fe4-a886-19d5273dcaa6,f200e2ff-b141-439f-b382-0539868e71c7,MER00163,56957.37,1084.31,55873.06,2023-09-20,2023-09-18,2,Settled,BNK464779857
fb17d9a6-50a7-4c93-87d8-118f980cc2ea,6fc91d4d-091e-4184-832d-510048e8c68f,MER00142,8153.31,103.25,8050.06,2025-01-16,2025-01-15,1,Settled,BNK116644108
d964ad15-e9ab-4ad3-8343-de1c26dec460,1b91e0fc-fe2d-447e-a8e7-744891eedc2f,MER00500,14137.21,213.39,13923.82,2024-04-02,2024-04-01,1,Pending,BNK390399371
d949f10e-febe-4b9e-8aa2-7c989f591835,bc6620a9-3748-45e2-b542-b466071f1915,MER00367,32078.63,601.54,31477.09,2023-08-11,2023-08-09,2,Settled,BNK969540397
2271945b-2cbf-4807-84f7-12420cb52517,cfe2553a-a9c8-45bf-ba4f-ea3dbb048888,MER00582,24266.7,385.2,23881.5,2023-08-29,2023-08-27,2,Settled,BNK175281073
5d2b4092-f3bd-46a0-b3ad-e68d19af80f8,322b9680-b2af-4904-95a4-c839a6b77661,MER00588,8980.31,179.56,8800.75,2024-03-08,2024-03-07,1,Settled,BNK447677499
4c5b27f3-7130-4708-8673-8888850f58a1,6e8cc840-385c-480c-a5b8-95e3026e346f,MER00123,21168.34,396.32,20772.02,2023-06-26,2023-06-25,1,Settled,BNK398023536
0ce92caf-fd67-4456-a77a-e882e751c795,ed0920fb-0fca-4ea1-8f6c-f6660d028b77,MER00282,3513.3,30.21,3483.09,2023-12-24,2023-12-21,3,Settled,BNK617692496
22f2521c-6044-4e47-9da3-d2bd25bafac3,74c9c814-4f18-4261-8e4d-0d93672f01d8,MER00383,9408.19,167.33,9240.86,2023-04-20,2023-04-16,4,Settled,BNK846405969
296f6f11-cae9-41fc-b59c-5b12ce9f99cf,feb7ce25-a2ca-432d-a642-35a0771084c1,MER00225,9208.62,145.29,9063.33,2024-01-31,2024-01-30,1,Settled,BNK625033910
cdcb5278-1780-4580-8e37-9d22f979324b,cf53d3c9-382c-47a2-b7ed-70dd636efb70,MER00151,14906.72,213.9,14692.82,2023-04-21,2023-04-20,1,Pending,BNK459605870
acbfaad3-99eb-4bf7-8d77-c2ddef10090a,01bcb773-631c-4278-a335-cea76c141484,MER00255,28851.21,323,28528.21,2023-08-14,2023-08-13,1,Settled,BNK651084582
eddcba2a-3130-4d6d-b3af-921ba32ddcdb,9e234732-8b97-4eeb-8dbc-0b5853051c54,MER00402,4232.41,77.12,4155.29,2023-08-16,2023-08-14,2,Pending,BNK170769001
1238593c-da02-4fe4-abb7-521f5b768b0e,3c39285e-b6ee-451c-aeef-14c86e0bf340,MER00004,4638.79,41.02,4597.77,2024-05-31,2024-05-30,1,Failed,BNK738131428
24bd6f3c-8f6c-4d8f-b0ba-2e1c2379da07,c41f298e-1259-4f00-b86f-08dc985b1235,MER00501,26450.12,253.73,26196.39,2024-04-29,2024-04-28,1,Settled,BNK875914441
6faafdd1-8c95-4e8a-8b4f-7f1216b3484a,eab35a18-f03c-4acc-82b9-39d10cebe4b1,MER00283,3438.57,50.69,3387.88,2023-02-13,2023-02-12,1,Settled,BNK479149304
62dc92e9-95da-48c0-aa74-1f5aec1caaa3,3bbb72b5-862b-4a5d-848c-e223782da06a,MER00581,27959.32,369.45,27589.87,2024-04-18,2024-04-17,1,Settled,BNK512957876
2df92f88-5eaa-403d-b29a-488e25a1a7d8,2f93c1fc-2764-47f5-b0c8-36ee893713fe,MER00480,41877.45,318.12,41559.33,2024-04-24,2024-04-22,2,Settled,BNK278522831
39f251b1-2814-4614-9844-4a744cfa1dc7,5b704a9b-add4-4937-a285-60a4f19c35e3,MER00118,3879.98,25.48,3854.5,2023-06-07,2023-06-06,1,Settled,BNK443147287
a3dccc44-dcd9-466a-9184-2594b9aecac4,cbe20398-33ed-4ca9-a9ab-28f19be694d5,MER00023,26632.71,361.28,26271.43,2025-02-02,2025-02-01,1,Settled,BNK267869898
3d8ed5d2-8b2f-4584-86d9-2de3442d57c2,1dfb11c3-fade-4a1e-b393-e70516a59c49,MER00163,42197.29,696.02,41501.27,2024-05-31,2024-05-30,1,Settled,BNK403030921
4ab93429-b6c4-4d1b-8a5d-f585befba114,dc575dec-d668-46da-8414-f6ecf3f6b53f,MER00238,1417.13,27.24,1389.89,2023-04-20,2023-04-19,1,Pending,BNK699257786
554c7c83-b8f8-44fe-8224-bea7c277f7e1,c0058499-7bb0-4d9b-85d3-6b2a46460759,MER00089,18299.02,313.29,17985.73,2024-10-07,2024-10-06,1,Settled,BNK470116895
45e9cf04-5bf2-45eb-9e4d-cc4ebc9a444d,954203e9-4c2f-4ecc-9ea3-2077174080dc,MER00409,19322.06,168.1,19153.96,2024-07-14,2024-07-13,1,Settled,BNK569720682
11a5abf5-4359-4c74-809f-f4529e28990a,06e48d01-191a-4567-90db-78d9c8fc88e0,MER00210,5697.33,38.8,5658.53,2025-01-23,2025-01-21,2,Settled,BNK337571285
39ad94cb-e2b7-4fa0-868b-bbdb78a453b5,02e9cd8d-9ce6-47b2-9bdd-328e550b4bec,MER00520,2639.83,47.16,2592.67,2023-12-27,2023-12-25,2,Settled,BNK638983989
6b8085d0-46e5-4a73-ba23-b3859da8e8b8,50b20be4-90c1-4002-a1b2-9bfadfc82c2b,MER00361,2339.63,30.61,2309.02,2024-03-24,2024-03-23,1,Settled,BNK751666130
e4cdeaeb-994a-4ee0-bd9e-4d79b437db63,528fac9a-24b6-4fa7-b979-f8a08ce2048c,MER00133,322755.73,5949.5,316806.23,2024-05-08,2024-05-05,3,Settled,BNK816294111
